夏休み,2021,8,8
夏休み終了,2021,9,29
工大祭,2021,10,29
冬休み,2021,12,25
冬休み終了,2021,1,4
大学入学共通テスト,2022,1,14
春休み,2022,2,13
一般選抜「前期日程」,2022,2,25
