Example,1970,1,1
春学期前半試験日,2021,5,28
春学期末試験,2021,7,13
秋学期前半試験日,2021,11,18
秋学期末試験,2022,1,24
春学期前半試験日,2022,5,28
春学期末試験,2022,7,20
秋学期前半試験日,2022,11,18
秋学期末試験,2023,1,26
